0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
JLPT-N3	1351	生じる	しょう	Ichidan verb, Transitive verb	1.-to produce; to yield; to cause	2.-to result from; to arise; to be generated																		
JLPT-N3	1352	轢く	ひ	Godan verb with ku ending, Transitive verb	1.-to run over (with a vehicle); to knock down																			
JLPT-N3	1353	其のまま	そ	Adverb, No-adjective, Noun	1.-without change; as is	2.-just like; extremely similar	3.-immediately; just after; without a pause																	
JLPT-N3	1354	劣る	おと	Godan verb with ru ending, intransitive verb	1.-to be inferior to; to be less good at; to fall behind																			
JLPT-N3	1355	隠れる	かく	Ichidan verb, intransitive verb	1.-to hide; to be hidden; to conceal oneself; to disappear																			
JLPT-N3	1356	法	ほう	Noun, Noun - used as a suffix	1.-law; act; principle	2.-method	3.-mood	4.-dharma																
JLPT-N3	1357	吠える	ほ	Ichidan verb, intransitive verb	1.-to bark; to howl; to bay; to bellow	2.-to howl (e.g. of the wind); to roar	3.-to yell; to cry; to moan; to grunt																	
JLPT-N3	1358	度	ど	Noun, Noun - used as a suffix	1.-degree (angle, temperature, scale, etc.)	2.-counter for occurrences	3.-strength (of glasses); glasses prescription	4.-alcohol content (percentage); alcohol by volume	5.-extent; degree; limit	6.-presence of mind; composure														
JLPT-N3	1359	訴える	うった	Ichidan verb, Transitive verb	1.-to raise; to bring to (someone's attention)	2.-to appeal to (reason, emotions, etc.); to work on (one's emotions); to play on (one's sympathies)	3.-to complain	4.-to sue (a person); to take someone to court	5.-to resort to (e.g. arms, violence)															
JLPT-N3	1360	繋ぐ	つな	Godan verb with gu ending, Transitive verb	1.-to connect; to link together	2.-to tie; to fasten; to restrain	3.-to maintain; to preserve; to keep	4.-to transfer (phone call); to put a person through	5.-to hedge; to buy or sell forward															
JLPT-N3	1361	震える	ふる	Ichidan verb, intransitive verb	1.-to shiver; to shake; to quake; to tremble; to quaver; to quiver																			
JLPT-N3	1362	品	ひん	Noun	1.-elegance; grace; refinement; class; dignity	2.-article; item	3.-counter for items (of food, etc.); counter for dishes or courses (at a restaurant)																	
JLPT-N3	1363	怠ける	なま	Ichidan verb, intransitive verb	1.-to be idle; to slacken	2.-to neglect (e.g. one's work)																		
JLPT-N3	1364	凍る	こお	Godan verb with ru ending, intransitive verb	1.-to freeze; to be frozen over; to congeal																			
JLPT-N3	1365	広がる	ひろ	Godan verb with ru ending, intransitive verb	1.-to spread (out); to extend; to stretch; to reach to; to get around; to fill (e.g. a space)																			
JLPT-N3	1366	伸びる	の	Ichidan verb, intransitive verb	1.-to stretch; to extend; to lengthen; to grow (of hair, height, grass, etc.)	2.-to straighten out; to be flattened; to become smooth	3.-to spread (of paint, cream, etc.)	4.-to stretch out (e.g. of a hand); to extend	5.-to lose elasticity; to become slack; to become soggy (e.g. noodles)	6.-to make progress; to develop; to expand; to increase; to improve	7.-to be exhausted; to be groggy; to pass out; to collapse	8.-to be prolonged (meeting, life span, etc.); to be extended (e.g. deadline); to lengthen (e.g. of the days)	9.-to be postponed; to be delayed; to be put off											
JLPT-N3	1367	悪戯	いたずら	Noun, Suru verb, Na-adjective, No-adjective	1.-mischief; prank; trick; practical joke	2.-pastime; hobby	3.-playing with (a lighter, etc.); fooling around with; messing around with; amusing oneself with; tampering with	4.-lewd behaviour; sexual misconduct; sexual assault; molestation; rape																
JLPT-N3	1368	罰する	ばっ	Suru verb - special class	1.-to punish; to penalize; to penalise																			
JLPT-N3	1369	堪らない	たま	Expression, I-adjective	1.-intolerable; unbearable; unendurable	2.-irresistible; tremendous; out of this world	3.-cannot help (doing); cannot but do; anxious to do																	
JLPT-N3	1370	生憎	あいにく	Na-adjective, Adverb, Noun, No-adjective	1.-unfortunately; Sorry, but ...																			
JLPT-N3	1371	酔う	よ	Godan verb with u ending, intransitive verb	1.-to get drunk; to become intoxicated	2.-to feel sick (e.g. in a vehicle); to become nauseated	3.-to be elated; to be exalted; to be spellbound; to be in raptures																	
JLPT-N3	1372	態と	わざ	Adverb	1.-on purpose																			
JLPT-N3	1373	濃い	こ	I-adjective	1.-deep (colour); dark	2.-strong (flavour, smell, etc.)	3.-thick (consistency); dense	4.-strong (possibility, etc.)	"5.-thick (i.e. ""as thick as thieves""); close; deep (love, etc.)"															
JLPT-N3	1374	飽きる	あ	Ichidan verb, Auxiliary verb, intransitive verb	1.-to get tired of; to lose interest in; to be fed up with; to have enough																			
JLPT-N3	1375	除く	のぞ	Godan verb with ku ending, Transitive verb	1.-to remove; to eliminate; to eradicate	2.-to exclude; to except																		
JLPT-N3	1376	論じる	ろん	Ichidan verb, Transitive verb	1.-to discuss; to talk about; to deal with (a topic)	2.-to argue; to dispute	3.-to take into consideration; to make an issue of																	
JLPT-N3	1377	支える	ささ	Ichidan verb, Transitive verb	1.-to support; to prop; to sustain; to underlay; to hold up; to defend	2.-to hold at bay; to stem; to check																		
JLPT-N3	1378	抜く	ぬ	Godan verb with ku ending, Transitive verb	1.-to pull out; to draw out; to extract; to unplug; to weed	2.-to omit; to leave out; to go without; to skip	3.-to do to the end; to carry through	4.-to let out (e.g. air from a tyre); to drain (e.g. water from a bath); to empty	5.-to pick out; to choose; to select; to extract	6.-to pilfer; to steal	7.-to remove; to get rid of; to take out	8.-to pass; to overtake; to outstrip; to get ahead of	9.-to pierce; to break through; to go through	10.-to cut out (a shape); to create (a pattern) by dying the surrounding area	11.-to seize; to capture; to reduce	12.-to scoop (a story)	13.-to take out (an opponent's stones; in go)	14.-to masturbate (of a male); to ejaculate (while masturbating)	15.-to take (a photo); to record (video)					
JLPT-N3	1379	満ちる	み	Ichidan verb, intransitive verb	1.-to be full	2.-to wax (e.g. moon)	3.-to rise (e.g. tide)	4.-to mature; to expire																
JLPT-N3	1380	真面目	真面目まじめ	Na-adjective, Noun	1.-serious; honest; sober; grave; earnest; steady																			
JLPT-N3	1381	何時までも	いつ	Adverb	1.-forever; for good; eternally; as long as one likes; indefinitely; no matter what																			
JLPT-N3	1382	直に	じか	Adverb	1.-directly; in person; firsthand																			
JLPT-N3	1383	適する	てき	Suru verb - special class, intransitive verb	1.-to fit; to suit																			
JLPT-N3	1384	臭い	くさ	I-adjective	1.-stinking; smelly	2.-suspicious; fishy	3.-clumsy; unskilled	4.-smelling of	5.-looking like; appearing like; smacking of; -ish															
JLPT-N3	1385	陰	かげ	Noun	1.-shade; shadow	2.-other side; back; background																		
JLPT-N3	1386	若しも	も	Adverb	1.-if; in case; supposing																			
JLPT-N3	1387	途端	とたん	Adverbial noun	1.-just (now, at the moment, etc.); just as; in the act of; as soon as; at the moment that																			
JLPT-N3	1388	通り過ぎる	とおす	Ichidan verb, intransitive verb	1.-to go past; to pass; to pass by																			
JLPT-N3	1389	振る	ふ	Godan verb with ru ending, Transitive verb	1.-to wave; to shake; to swing	2.-to sprinkle; to throw (dice)	3.-to cast (actor); to allocate (work)	4.-to turn down (somebody); to reject; to jilt; to dump	5.-to abandon; to give up; to ruin	6.-to add kana indicating a reading of a word	7.-to slightly change headings; to change directions	8.-to extract by broiling; to prepare an infusion of; to decoct	9.-to carry with great vigor (e.g. a portable shrine)	10.-to bring up a topic; to lead to a topic	11.-to replace; to substitute	12.-to set up a joke for somebody else								
JLPT-N3	1390	幼い	おさな	I-adjective	1.-very young	2.-childish; immature																		
JLPT-N3	1391	喉	のど	Noun	1.-throat	2.-singing voice																		
JLPT-N3	1392	真似	まね	Noun, Suru verb	1.-imitating; copying; mimicry	2.-behavior; behaviour; action; conduct	3.-マネ																	
JLPT-N3	1393	止す	よ	Godan verb with su ending, Transitive verb	1.-to cease; to desist; to cut it out; to lay off (an activity); to drop (a subject) to abolish; to resign; to give up																			
JLPT-N3	1394	性	せい	Noun	1.-nature (of a person)	2.-sex	3.-gender	4.--ty; -ity; -ness; -cy																
JLPT-N3	1395	抜ける	ぬ	Ichidan verb, intransitive verb	1.-to come out; to fall out; to be omitted; to be missing; to escape; to come loose	2.-to fade; to discolour	3.-to wear a hole (e.g. clothes)	4.-to leave (e.g. a meeting)	5.-to be clear; to be transparent (e.g. of the sky)	6.-to be stupid; to be absentminded; to be careless; to be inattentive	7.-to exit (a program loop)	8.-to go through; to pass through; to give way; to collapse												
JLPT-N3	1396	防ぐ	ふせ	Godan verb with gu ending, Transitive verb	1.-to defend against; to protect against	2.-to prevent; to avert; to avoid																		
JLPT-N3	1397	行儀	ぎょうぎ	Noun	1.-manners; behavior; behaviour																			
JLPT-N3	1398	不図	不図ふと	Adverb	1.-suddenly; casually; accidentally; incidentally; unexpectedly; unintentionally																			
JLPT-N3	1399	物音	ものおと	Noun	1.-sounds																			
JLPT-N3	1400	凡そ	およ	Adverb	1.-about; roughly; approximately	2.-generally; on the whole; as a rule	3.-completely; quite; entirely; altogether; totally; not at all (with neg. verb)	4.-outline; gist																
JLPT-N3	1401	用心	ようじん	Noun, Suru verb	1.-care; precaution; guarding; caution																			
JLPT-N3	1402	熱中	ねっちゅう	Noun, Suru verb	1.-being enthusiastic about; being wild about; being absorbed in; being engrossed in; being devoted to																			
JLPT-N3	1403	等しい	ひと	I-adjective	1.-equal; identical; the same	2.-no different (to); just like; equivalent																		
JLPT-N3	1404	譲る	ゆず	Godan verb with ru ending, Transitive verb	1.-to hand over; to transfer; to turn over; to assign; to convey; to bequeath	2.-to give up (e.g. one's seat); to give way	3.-to yield; to concede; to give ground; to surrender	4.-to sell	5.-to postpone; to put off; to defer															
JLPT-N3	1405	省く	はぶ	Godan verb with ku ending, Transitive verb	1.-to omit; to leave out; to exclude; to eliminate	2.-to curtail; to save; to cut down; to economize; to economise																		
JLPT-N3	1406	上達	じょうたつ	Noun, Suru verb	1.-improvement (e.g. in skill, ability); advance; progress	2.-communication of opinions of the general populace to those of high rank																		
JLPT-N3	1407	諺	ことわざ	Noun	1.-proverb; saying; aphorism; maxim																			
JLPT-N3	1408	眺め	なが	Noun	1.-scene; view; prospect; outlook																			
JLPT-N3	1409	取り上げる	とあ	Ichidan verb, Transitive verb	1.-to pick up	2.-to adopt (e.g. a proposal); to accept; to take up (a topic, complaint, etc.); to listen to; to deal with; to feature	3.-to take away; to confiscate; to deprive (someone) of; to revoke	4.-to deliver (a baby)	5.-to collect (taxes)															
JLPT-N3	1410	逆らう	さか	Godan verb with u ending, intransitive verb	1.-to go against; to oppose; to disobey; to defy																			
JLPT-N3	1411	気の毒	きどく	Na-adjective, Noun	1.-pitiful; unfortunate; poor; miserable; wretched	2.-unpardonable; regrettable																		
JLPT-N3	1412	放す	はな	Godan verb with su ending, Transitive verb	1.-to release; to let go; to free; to set free; to let loose; to turn loose	2.-to add (pieces of eggplant, potato, etc.) to water, broth, etc.																		
JLPT-N3	1413	申し込む	もうこ	Godan verb with mu ending, Transitive verb	1.-to apply for; to make an application; to propose (marriage); to offer (mediation); to make an overture (of peace); to challenge; to lodge (objections); to request (an interview); to subscribe for; to book; to reserve																			
JLPT-N3	1414	占める	し	Ichidan verb, Transitive verb	1.-to occupy; to hold	2.-to account for; to make up; to take up																		
JLPT-N3	1415	増す	ま	Godan verb with su ending, intransitive verb, Transitive verb	1.-to increase; to grow																			
JLPT-N3	1416	一度に	いちど	Adverb	1.-all at once																			
JLPT-N3	1417	一人一人	ひとりひとり	Temporal noun, Suffix	1.-one by one; each; one at a time																			
JLPT-N3	1418	詰める	つ	Ichidan verb, Transitive verb	1.-to stuff into; to jam; to cram; to pack; to fill; to plug; to stop up	2.-to shorten; to move closer together	3.-to reduce (spending); to conserve	4.-to focus intently on; to strain oneself to do	5.-to go through thoroughly; to work out (details); to bring to a conclusion; to wind up	6.-to be on duty; to be stationed	7.-to corner (esp. an opponent's king in shogi); to trap; to checkmate	8.-to cut off (one's finger as an act of apology); to catch (one's finger in a door, etc.)	9.-to do non-stop; to do continuously; to keep doing (without a break)	10.-to do completely; to do thoroughly	11.-to force someone into a difficult situation by ...									
JLPT-N3	1419	即ち	すなわ	Adverb, Conjunction	1.-that is; namely; i.e.																			
JLPT-N3	1420	可愛らしい	かわい	I-adjective	1.-lovely; sweet																			
JLPT-N3	1421	我が儘	わまま	Na-adjective, Noun	1.-selfish; egoist	2.-self-indulgent; wilful; willful																		
JLPT-N3	1422	その内	うち	Expression, Adverb	1.-before very long; soon; someday; one of these days; sooner or later	2.-of the previously mentioned; of that number; among them; among others																		
JLPT-N3	1423	札	さつ	Noun, Noun - used as a suffix	1.-banknote; bill; note; paper money																			
JLPT-N3	1424	狂う	くる	Godan verb with u ending, intransitive verb	1.-to go mad; to lose one's mind; to go crazy; to go insane	2.-to get out of order; to go amiss; to malfunction; to become imprecise	3.-to go wrong (of a plan or expectation, etc.); to fall through; to get mixed up	4.-to go crazy (over someone or something); to get enthusiastic; to go wild																
JLPT-N3	1425	頂戴	ちょうだい	Noun, Suru verb	1.-receiving; reception; getting; being given	2.-eating; drinking; having	3.-please; please do for me																	
JLPT-N3	1426	象	ぞう	Noun	1.-elephant (Elephantidae spp.)	2.-ゾウ																		
JLPT-N3	1427	真剣	しんけん	Na-adjective	1.-serious; earnest	2.-real sword (as opposed to unsharpened or wooden practice weapon)																		
JLPT-N3	1428	生	なま	No-adjective, Noun	1.-raw; uncooked; fresh	2.-natural; as it is; unedited; unprocessed	3.-unprotected (sex)	4.-live (i.e. not recorded)	5.-inexperienced; unpolished; green; crude	6.-impudence; sauciness	7.-unpasteurized beer; draft beer; draught beer	8.-blank (e.g. disk); unused	9.-just a little; somehow; vaguely; partially; somewhat; half-; semi-	10.-insufficient; incomplete; half-baked; half-hearted; perfunctory	11.-cash	12.-tipsiness								
JLPT-N3	1429	頻りに	しき	Adverb	1.-frequently; repeatedly; often; incessantly; constantly	2.-strongly; eagerly																		
JLPT-N3	1430	売れる	う	Ichidan verb, intransitive verb	1.-to sell (well)	2.-to be well known; to be popular; to be famous																		
JLPT-N3	1431	迷子	まいご	Noun	1.-lost child; lost person; stray child; missing child																			
JLPT-N3	1432	要点	ようてん	Noun	1.-gist; main point																			
JLPT-N3	1433	食う	く	Godan verb with u ending, Transitive verb	1.-to eat	2.-to live; to make a living; to survive	3.-to bite; to sting (as insects do)	4.-to tease; to torment; to taunt; to make light of; to make fun of	5.-to encroach on; to eat into; to consume	6.-to defeat a superior; to threaten a position	7.-to consume time and-or resources	8.-to receive something (usu. an unfavourable event)	9.-to have sexual relations with a woman, esp. for the first time											
JLPT-N3	1434	飛ばす	と	Godan verb with su ending, Transitive verb	1.-to let fly; to make fly; to send flying; to blow off (e.g. in the wind); to launch; to fire; to hurl; to shoot	2.-to skip over; to leave out; to omit; to drop (e.g. a stitch)	3.-to run fast; to drive fast; to gallop	4.-to spray; to splash; to spatter	5.-to say without reservation; to call out (e.g. a jeer); to rattle off (e.g. a joke)	6.-to spread (e.g. a rumour); to circulate; to send out (a message); to issue (e.g. an appeal)	7.-to transfer (to a less important post); to send away (e.g. to a provincial branch); to demote	8.-to dispatch quickly (e.g. a reporter)	9.-to get rid of; to burn off (alcohol)	10.-to attack (e.g. with a leg manoeuvre)	11.-to do vigorously; to do roughly; to do energetically									
JLPT-N3	1435	指す	さ	Godan verb with su ending, Transitive verb	1.-to point	2.-to nominate; to select someone; to specify some person	3.-to identify; to indicate; to point out	4.-to play (a game of shogi); to move (a piece)	5.-to extend one's arm straight ahead (in dance)															
JLPT-N3	1436	とんでも無い	な	I-adjective	1.-unthinkable; absurd; outrageous; preposterous; terrible	2.-absolutely not!; not at all!; far from it!; impossible!; preposterous!; what a thing to say!; no way!; bullshit	3.-don't mention it; you're welcome																	
JLPT-N3	1437	贅沢	ぜいたく	Noun, Na-adjective	1.-luxury; extravagance	2.-to live in luxury; to indulge oneself	3.-lavish (use of something); abundant; copious; wasteful	4.-excessive (e.g. demands, expectations)																
JLPT-N3	1438	至る	いた	Godan verb with ru ending, intransitive verb	1.-to arrive at (e.g. a decision); to reach (a stage); to attain	2.-to lead to (a place); to get to	3.-in the extreme case of	4.-to come; to arrive; to result in																
JLPT-N3	1439	居眠り	いねむ	Noun, Suru verb	1.-nodding off (while sitting); dozing																			
JLPT-N3	1440	真逆	まさか	Noun, No-adjective	1.-by no means; never!; well, I never!; you don't say!; certainly (not)	2.-something unexpected; emergency	3.-currently; for the time being; presently; for now	4.-indeed; really; truly; unexpectedly																
JLPT-N3	1441	真逆	まさか	Noun, No-adjective	1.-by no means; never!; well, I never!; you don't say!; certainly (not)	2.-something unexpected; emergency	3.-currently; for the time being; presently; for now	4.-indeed; really; truly; unexpectedly																
JLPT-N3	1442	最中	さいちゅう	Noun	1.-(in) the middle of; (in) the midst of; (in) the course of; (at) the height of																			
JLPT-N3	1443	或いは	ある	Conjunction	1.-or; either ... or	2.-maybe; perhaps; possibly	3.-some ... and others ...; sometimes ... and at other times ...																	
JLPT-N3	1444	余分	よぶん	Na-adjective, Noun	1.-extra; excess; surplus																			
JLPT-N3	1445	親戚	しんせき	Noun	1.-relative; relation; kin																			
JLPT-N3	1446	停留所	ていりゅうじょ	Noun	1.-stop (bus, tram, etc.); station; stopping place																			
JLPT-N3	1447	反抗	はんこう	Noun, Suru verb	1.-opposition; resistance; insubordination; defiance; hostility; rebellion																			
JLPT-N3	1448	進める	すす	Ichidan verb, Transitive verb	1.-to advance; to move forward; to put (a clock, watch) forward	2.-to carry forward (plans, work, etc.); to proceed with; to make progress in; to further; to advance; to hasten; to speed up	3.-to raise; to elevate; to promote; to develop; to stimulate (e.g. one's appetite)																	
JLPT-N3	1449	上等	じょうとう	No-adjective, Na-adjective, Noun	1.-superior; first-class; excellent; top quality	2.-(that's) just fine!; bring it on!																		
JLPT-N3	1450	離す	はな	Godan verb with su ending, Transitive verb	1.-to separate; to part; to divide; to keep apart																			
JLPT-N3	1451	今にも	いま	Adverb	1.-at any moment (now); at any minute; on the verge of (doing); just about to																			
JLPT-N3	1452	越す	こ	Godan verb with su ending	1.-to cross over (e.g. mountain); to go across	2.-to go over (e.g. with audience)	3.-to pass time (e.g. a winter)	4.-to surpass; to be better than; to exceed	5.-to move house	6.-to go; to come														
JLPT-N3	1453	包み	つつ	Noun	1.-bundle; package; parcel	2.-counter for wrapped objects																		
JLPT-N3	1454	手品	てじな	Noun	1.-magic (illusion); conjuring; magic trick; conjuring trick; sleight of hand																			
JLPT-N3	1455	平ら	たい	Na-adjective	1.-flat; level; even; smooth	2.-calm; tranquil; placid; composed; stable	3.-relaxed (sitting posture); comfortable	4.-plateau; tableland; plain																
JLPT-N3	1456	率	りつ	Noun, Noun - used as a suffix	1.-rate; ratio; proportion; percentage																			
JLPT-N3	1457	哀れ	あわ	Noun	1.-pity; sorrow; grief; misery; compassion; pathos	2.-pitiable; pitiful; pathetic; miserable	3.-alack; alas																	
JLPT-N3	1458	積もる	つ	Godan verb with ru ending, intransitive verb	1.-to pile up; to accumulate	2.-to estimate																		
JLPT-N3	1459	覚める	さ	Ichidan verb, intransitive verb	1.-to wake; to wake up	2.-to become sober; to sober up; to regain consciousness (e.g. after anaesthesia)	3.-to come to one's senses; to be disillusioned																	
JLPT-N3	1460	及ぼす	およ	Godan verb with su ending, Transitive verb	1.-to exert; to cause; to exercise																			
JLPT-N3	1461	綿	めん	Noun	1.-cotton																			
JLPT-N3	1462	稍	やや	Adverb, Noun or verb acting prenominally	1.-a little; partially; somewhat; slightly; semi-; -ish; on the ... side; a short time; a while																			
JLPT-N3	1463	旧	きゅう	Prefix	1.-old; former; ex-	2.-the old; old things; old customs	3.-old times; bygone days	4.-Japan's old (lunisolar) calendar																
JLPT-N3	1464	咳	せき	Noun	1.-cough; coughing; tussis																			
JLPT-N3	1465	切れ	き	Noun	1.-piece; slice; strip; scrap	2.-cloth	3.-sharpness	4.-agility	5.-counter for scraps, pieces, etc.															
JLPT-N3	1466	器用	きよう	Na-adjective, Noun	1.-skillful; skilful; adroit; dexterous; dextrous; deft; nimble; handy	2.-clever; shrewd; ingenious																		
JLPT-N3	1467	説	せつ	Noun, Noun - used as a suffix	1.-theory; doctrine	2.-opinion; view	3.-rumour; rumor; gossip; hearsay																	
JLPT-N3	1468	粗い	あら	I-adjective	1.-coarse; rough																			
JLPT-N3	1469	唸る	うな	Godan verb with ru ending, intransitive verb	1.-to groan; to moan	2.-to roar; to howl; to growl	3.-to hum (engine, wind, etc.); to buzz; to whiz; to sough; to make a low, dull sound	4.-to ooh and aah (in admiration)	5.-to sing in a strong, low voice (esp. traditional chant or recitation)	6.-to be about to burst; to overflow														
JLPT-N3	1470	大家	おおや	Noun	1.-landlord; landlady																			
JLPT-N3	1471	節	ふし	Noun	1.-joint; knuckle	2.-tune; melody	3.-knot (in wood); node in a bamboo stem	4.-part; notable characteristic																
JLPT-N3	1472	覚ます	さ	Godan verb with su ending, Transitive verb	1.-to awaken; to arouse from sleep	2.-to bring to one's senses; to disabuse (someone of)	3.-to sober up	4.-to dampen; to throw a damper on; to spoil																
JLPT-N3	1473	関する	かん	Suru verb - special class	1.-to concern; to be related																			
JLPT-N3	1474	原	はら	Noun	1.-field; plain; prairie; tundra; moor; wilderness																			
JLPT-N3	1475	銅貨	どうか	Noun	1.-copper coin																			
JLPT-N3	1476	中	ちゅう	Noun, Prefix, Suffix	1.-medium; average; middle	2.-moderation	3.-middle school	4.-China	5.-volume two (of three)	6.-during (a certain time when one did or is doing something); under (construction, etc.); while	7.-in; out of; of the													
JLPT-N3	1477	これ等	ら	Pronoun	1.-these																			
JLPT-N3	1478	上手い	うま	I-adjective	1.-skillful; skilful; clever; expert; wise; successful	2.-delicious; appetizing; appetising; tasty	3.-fortunate; splendid; promising																	
JLPT-N3	1479	急に	きゅう	Adverb	1.-swiftly; rapidly; quickly; immediately; hastily; hurriedly	2.-suddenly; abruptly; unexpectedly	3.-sharply (of a slope, bend, etc.); steeply																	
JLPT-N3	1480	番	ばん	Noun, Noun - used as a suffix	1.-number (in a series)	2.-(one's) turn	3.-watch; guard; lookout	4.-rank; standing; position	5.-bout; match	6.-pieces (in a collection)														
JLPT-N3	1481	人ごみ	ひと	Noun	1.-crowd of people																			
JLPT-N3	1482	持ち上げる	もあ	Ichidan verb, Transitive verb	1.-to elevate; to raise; to lift up	2.-to flatter; to extol; to praise to the sky																		
JLPT-N3	1483	お昼	ひる	Noun	1.-lunch	2.-noon; midday	3.-daytime	4.-waking up; getting up; rising																
JLPT-N3	1484	小	しょう	Noun, Noun - used as a prefix	1.-smallness; small item	2.-short month (i.e. having fewer than 31 days)	3.-elementary school	4.-younger or inferior (of two items or people with the same name)	5.-unit of field area (approx. 400 sq m)															
JLPT-N3	1485	キロ		Prefix	1.-kilo-; 1000	2.-kilogram; kilogramme	3.-kilometre; kilometer	4.-kilo-; 1024; 2^10	5.-Kilo-															
JLPT-N3	1486	コピー		Noun, Suru verb	1.-copy; photocopy	2.-blurb on a book jacket	3.-catch copy	4.-Copy																
JLPT-N3	1487	だって		Conjunction	1.-after all; because	2.-but	3.-even	4.-too; as well; also	5.-they say; I hear; you mean															
JLPT-N3	1488	コンピュータ		Noun	1.-computer	2.-Computer	3.-コンピューター																	
JLPT-N3	1489	周り	まわ	Noun	1.-circumference; girth	2.-surroundings; neighbourhood; neighborhood; vicinity																		
JLPT-N3	1490	ビール		Noun	1.-beer	2.-Biel (Switzerland); Bir (India); Beal; Beale; Bier	3.-Beer	4.-ビア、ビヤ、ビヤー、ビーア、ビアー																
JLPT-N3	1491	メンバー		Noun	1.-member; participant; attendee; lineup (sport)	2.-Memba	3.-Member	4.-メンバ																
JLPT-N3	1492	ドラマ		Noun	1.-(non-documentary) television series; TV drama; teledrama; play	2.-drama; dramatic incident; spectacle; tragedy	3.-Dhrama (Greece)	4.-Drama																
JLPT-N3	1493	為る	す	Suru verb - irregular	1.-to do; to carry out; to perform	2.-to cause to become; to make (into); to turn (into)	3.-to serve as; to act as; to work as	4.-to wear (clothes, a facial expression, etc.)	5.-to judge as being; to view as being; to think of as; to treat as; to use as	6.-to decide on; to choose	7.-to be sensed (of a smell, noise, etc.)	8.-to be (in a state, condition, etc.)	9.-to be worth; to cost	10.-to pass (of time); to elapse	11.-to place, or raise, person A to a post or status B	12.-to transform A to B; to make A into B; to exchange A for B	13.-to make use of A for B; to view A as B; to handle A as if it were B	14.-to feel A about B	"15.-verbalizing suffix (applies to nouns noted in this dictionary with the part of speech ""vs"")"	"16.-creates a humble verb (after a noun prefixed with ""o"" or ""go"")"	17.-to be just about to; to be just starting to; to try to; to attempt to			
JLPT-N3	1494	オーバー		Noun	1.-overcoat	2.-exceeding; going over; going beyond	3.-exaggerated; over the top; overdrawn; overreaction	4.-over par	5.-overexposure	6.-Oba (Canada)	7.-Over	8.-オーバ												
JLPT-N3	1495	空	から	Noun, No-adjective	1.-emptiness; vacuum; blank	2.-Sky																		
JLPT-N3	1496	語	ご	Noun, Noun - used as a suffix	1.-language	2.-word	3.-Word																	
JLPT-N3	1497	市場	いちば	Noun	1.-(town) market; (street) market; marketplace	2.-Market																		
JLPT-N3	1498	煙	けむり	Noun	1.-smoke; fumes	2.-Smoke																		
JLPT-N3	1499	値	あたい	Noun, No-adjective	1.-price; cost	2.-value; worth; merit	3.-value	4.-Value																
JLPT-N3	1500	善	ぜん	Noun	1.-good; goodness; right; virtue	2.-Good and evil																		
JLPT-N3	1501	都	みやこ	Noun	1.-capital (esp. Kyoto, Japan's former capital); seat of government	2.-capital (of music, fashion, etc.); city (e.g. of light)	3.-location of the Imperial Palace	4.-Miyako																
JLPT-N3	1502	灯	ひ	Noun	1.-light; lamp; torch	2.-Candlepower																		
JLPT-N3	1503	管	かん	Noun, Noun - used as a suffix	1.-pipe; tube	2.-Tube (fluid conveyance)																		
JLPT-N3	1504	チーム		Noun	1.-team	2.-Team	3.-ティーム																	
JLPT-N3	1505	ドレス		Noun	1.-dress	2.-Dress																		
JLPT-N3	1506	市	いち	Noun	1.-market; fair	2.-Cities of Japan																		
JLPT-N3	1507	スキー		Noun	1.-skiing	2.-ski; skis	3.-Skiing																	
JLPT-N3	1508	ボール		Noun	1.-ball	2.-ball (pitch that falls outside of the strike zone)	3.-bowl	4.-board (cardboard, pasteboard, etc.)	5.-Ball															
JLPT-N3	1509	ピクニック		Noun	1.-picnic	2.-Picnic																		
JLPT-N3	1510	ゲーム		Noun	1.-game	2.-Game																		
JLPT-N3	1511	ワイン		Noun	1.-wine	2.-Wine																		
JLPT-N3	1512	スープ		Noun	1.-(Western) soup	2.-Soup																		
JLPT-N3	1513	ボート		Noun	1.-boat; rowing boat	2.-Boat																		
JLPT-N3	1514	クリスマス		Noun	1.-Christmas	2.-Christmas																		
JLPT-N3	1515	グループ		Noun	1.-group (usu. of people)	2.-Group																		
JLPT-N3	1516	エンジン		Noun	1.-engine	2.-Engine																		
JLPT-N3	1517	まあ		Adverb	"1.-just (e.g. ""just wait here""); come now; now, now"	2.-tolerably; passably; moderately; reasonably; fairly; rather; somewhat	3.-well...; I think...; it would seem...; you might say...; Hmmm, I guess so...	4.-oh!; oh dear!; oh, my!; wow!; goodness gracious!; good heavens!	5.-Ma (kana)	6.-まー、まぁ、ま														
JLPT-N3	1518	ダンス		Noun, Suru verb	1.-dance	2.-Dance																		
JLPT-N3	1519	サービス		Noun, Suru verb	1.-service; help; assistance; care; concern	2.-discount; freebie; free gift	3.-service; utility; amenity; resource	4.-(after-sales) service; servicing; (product) maintenance	5.-service (e.g. in tennis); serve	6.-Service (economics)	7.-サーヴィス													
JLPT-N3	1520	ソファ		Noun	1.-sofa; couch	2.-Couch	3.-ソファー																	
JLPT-N3	1521	ベンチ		Noun	1.-bench	2.-Bench (furniture)																		
JLPT-N3	1522	度	たび	Noun, Noun - used as a suffix, Counter	1.-time (three times, each time, etc.); times	2.-Degree	3.-たんび																	
JLPT-N3	1523	バイオリン		Noun	1.-violin	2.-Violin	3.-ヴァイオリン																	
